path,condition,seed,step,phase,cue,chosen,correct,reward,agreement,branches,old,currents,change_score,stale_score,probe_pairs,probe_text,insufficient_history
traces/stage5_scale/3b/ov0_none_seed1.csv,shift,1,18,post,green,A,B,0,0.6,A|A|A|C|C,A,NO|YES|NO,0.333,0.333,NO|YES|NO,NO|YES|NO,0
traces/stage5_scale/3b/ov0_none_seed1.csv,shift,1,19,post,red,A,A,1,0.6,A|A|A|C|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,0,pre,green,A,A,1,1.0,A|A|A|A|A,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,1,pre,blue,B,B,1,0.6,B|A|A|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,2,pre,red,A,C,0,0.6,A|A|C|A|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,3,pre,red,C,C,1,0.8,C|C|C|C|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,4,pre,green,A,A,1,0.6,A|A|A|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,5,pre,blue,B,B,1,1.0,B|B|B|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,6,pre,blue,B,B,1,0.4,B|B|A|C|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,7,pre,red,A,C,0,0.6,C|A|A|B|A,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,8,pre,red,A,C,0,0.4,A|C|A|C|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,9,pre,red,A,C,0,0.4,A|A|B|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,10,post,green,A,B,0,0.6,A|A|A|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,11,post,blue,A,C,0,0.8,A|A|A|A|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,12,post,blue,B,C,0,0.8,B|A|B|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,13,post,green,A,B,0,0.4,A|A|B|C|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,14,post,red,C,A,0,0.8,C|C|C|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,15,post,red,B,A,0,0.6,A|A|B|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,16,post,blue,B,C,0,0.6,B|B|B|C|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,17,post,blue,B,C,0,0.6,B|A|B|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,18,post,green,B,B,1,1.0,B|B|B|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed10.csv,shift,10,19,post,red,A,A,1,0.6,A|A|A|C|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,0,pre,red,C,C,1,0.4,C|C|A|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,1,pre,green,A,A,1,0.6,A|A|A|B|?,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,2,pre,red,C,C,1,0.6,C|A|C|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,3,pre,red,A,C,0,0.6,C|A|A|B|A,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,4,pre,green,B,A,0,0.4,B|A|A|C|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,5,pre,green,A,A,1,0.6,A|A|A|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,6,pre,blue,A,B,0,0.4,A|A|B|C|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,7,pre,blue,B,B,1,0.6,B|A|B|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,8,pre,green,A,A,1,0.6,A|A|A|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,9,pre,red,A,C,0,0.4,A|A|C|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,10,post,green,A,B,0,0.8,A|A|A|B|A,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,11,post,green,B,B,1,0.6,A|A|B|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,12,post,blue,B,C,0,0.6,A|B|B|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,13,post,blue,B,C,0,0.6,B|A|B|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,14,post,red,B,A,0,0.6,B|C|B|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,15,post,red,A,A,1,0.4,A|A|C|B|?,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,16,post,blue,B,C,0,0.6,B|A|A|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,17,post,blue,C,C,1,0.6,C|C|C|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,18,post,green,B,B,1,0.8,B|B|A|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed11.csv,shift,11,19,post,green,B,B,1,0.6,B|B|B|A|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,0,pre,red,C,C,1,0.6,C|A|C|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,1,pre,red,A,C,0,0.4,C|A|A|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,2,pre,green,A,A,1,0.6,A|A|A|C|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,3,pre,green,B,A,0,0.4,B|A|A|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,4,pre,green,A,A,1,0.6,A|A|A|C|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,5,pre,red,B,C,0,0.6,B|A|C|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,6,pre,blue,B,B,1,0.4,B|A|A|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,7,pre,red,C,C,1,1.0,C|C|C|C|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,8,pre,blue,B,B,1,0.8,B|A|B|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,9,pre,red,B,C,0,0.6,A|A|B|B|B,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,10,post,red,C,A,0,0.6,C|C|B|A|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,11,post,red,A,A,1,0.6,A|A|B|A|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,12,post,green,A,B,0,0.8,A|A|A|B|A,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,13,post,red,B,A,0,0.6,B|A|B|B|A,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,14,post,green,B,B,1,0.6,A|B|B|C|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,15,post,green,B,B,1,0.4,B|A|A|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,16,post,blue,A,C,0,0.4,A|A|B|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,17,post,green,B,B,1,0.8,B|B|B|?|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,18,post,blue,B,C,0,0.8,A|B|B|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed12.csv,shift,12,19,post,green,B,B,1,0.6,A|B|A|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,0,pre,red,C,C,1,0.6,C|A|C|?|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,1,pre,red,C,C,1,0.6,C|A|C|C|A,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,2,pre,green,A,A,1,0.6,A|A|A|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,3,pre,green,A,A,1,0.6,A|A|A|C|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,4,pre,blue,B,B,1,0.4,B|B|A|C|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,5,pre,green,B,A,0,0.6,A|A|B|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,6,pre,blue,B,B,1,0.6,B|A|B|A|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,7,pre,green,A,A,1,0.8,A|A|A|A|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,8,pre,blue,A,B,0,0.6,B|A|A|A|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,9,pre,blue,A,B,0,0.6,A|A|B|A|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,10,post,green,A,B,0,0.8,A|A|B|A|A,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,11,post,green,A,B,0,0.8,A|A|A|A|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,12,post,blue,B,C,0,0.4,B|A|A|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,13,post,blue,C,C,1,0.6,C|B|C|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,14,post,blue,C,C,1,0.8,C|C|C|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,15,post,green,B,B,1,0.6,A|B|C|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,16,post,blue,C,C,1,0.6,C|A|C|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,17,post,green,B,B,1,0.6,B|C|A|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,18,post,red,A,A,1,0.4,A|A|C|B|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed13.csv,shift,13,19,post,blue,C,C,1,0.8,C|C|C|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,0,pre,blue,A,B,0,0.4,B|A|C|A|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,1,pre,green,A,A,1,0.8,A|A|A|A|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,2,pre,green,A,A,1,0.6,A|A|A|C|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,3,pre,green,A,A,1,0.8,A|A|A|A|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,4,pre,green,A,A,1,0.6,A|A|C|A|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,5,pre,blue,B,B,1,0.8,B|A|B|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,6,pre,red,A,C,0,0.6,A|B|A|A|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,7,pre,green,A,A,1,0.6,A|A|B|A|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,8,pre,red,A,C,0,0.6,A|A|A|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,9,pre,red,C,C,1,0.4,C|C|A|B|A,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,10,post,green,A,B,0,0.4,A|A|B|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,11,post,blue,B,C,0,0.6,B|A|A|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,12,post,green,C,B,0,0.6,A|A|C|C|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,13,post,red,C,A,0,0.6,C|A|C|C|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,14,post,red,B,A,0,0.6,C|A|B|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,15,post,red,A,A,1,0.4,A|B|B|A|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,16,post,green,A,B,0,0.4,A|A|B|B|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,17,post,red,A,A,1,0.4,A|A|B|C|C,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,18,post,red,A,A,1,0.6,A|A|A|B|B,A,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed14.csv,shift,14,19,post,blue,A,C,0,0.6,A|A|A|B|C,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,0,pre,blue,A,B,0,0.6,B|A|A|C|A,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,1,pre,blue,B,B,1,0.6,B|A|B|B|A,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,2,pre,green,B,A,0,0.6,A|A|B|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,3,pre,green,A,A,1,0.6,A|B|A|A|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,4,pre,blue,B,B,1,0.4,B|A|A|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,5,pre,blue,B,B,1,0.4,B|A|A|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,6,pre,blue,B,B,1,0.6,B|A|B|C|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,7,pre,blue,B,B,1,0.4,B|A|A|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,8,pre,blue,B,B,1,0.6,B|B|A|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,9,pre,green,B,A,0,0.4,B|A|B|A|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,10,post,blue,B,C,0,0.8,B|A|B|B|B,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,11,post,green,A,B,0,0.4,A|A|C|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,12,post,red,C,A,0,0.6,C|A|C|B|C,,,,,,,1
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,13,post,blue,B,C,0,0.8,B|B|C|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,14,post,blue,B,C,0,0.4,B|C|C|A|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,15,post,red,A,A,1,0.4,A|B|A|C|B,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,16,post,red,C,A,0,0.6,A|A|C|C|C,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,17,post,green,A,B,0,0.4,A|C|A|B|B,B,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
traces/stage5_scale/3b/ov0_none_seed15.csv,shift,15,18,post,red,C,A,0,0.4,C|A|C|B|B,C,NO|NO|NO,0.000,0.000,NO|NO|NO,NO|NO|NO,0
